Platform,Year,Genre,Publisher
PS4,2015,Action,PQube
PS3,2008,Adventure,Atari
PS3,2009,Shooter,Bethesda Softworks
PS3,2014,Misc,Sony Computer Entertainment Europe
PS3,2010,Misc,Deep Silver
GBA,2004,Action,Hip Interactive
X360,2007,Action,THQ
DS,2010,Adventure,City Interactive
DS,2007,Simulation,THQ
DS,2009,Action,Electronic Arts
PSV,2013,Sports,Sega
3DS,2011,Misc,Rising Star Games
PSV,2011,Puzzle,Namco Bandai Games
X360,2006,Racing,THQ
PS,1998,Strategy,Tecmo Koei
DS,2009,Role-Playing,Sega
Wii,2008,Simulation,JoWood Productions
GBA,2002,Racing,LEGO Media
Wii,2009,Puzzle,Avanquest
PSP,2006,Strategy,Konami Digital Entertainment
DS,2008,Misc,Ubisoft
DS,2009,Puzzle,DreamCatcher Interactive
Wii,2008,Racing,Ubisoft
DS,2006,Puzzle,Nintendo
PS2,2006,Sports,Konami Digital Entertainment
PS2,2004,Sports,Electronic Arts
GBA,2003,Racing,THQ
PSV,2014,Sports,Sony Computer Entertainment America
PC,2010,Role-Playing,Electronic Arts
X360,2009,Misc,Warner Bros. Interactive Entertainment
XB,2003,Sports,Acclaim Entertainment
PS3,2014,Role-Playing,Sega
PS2,2001,Sports,Sony Computer Entertainment
PS,1997,Misc,Sony Computer Entertainment
DS,2010,Sports,Deep Silver
Wii,2008,Simulation,Majesco Entertainment
XB,2003,Racing,Atari
DS,2010,Strategy,Namco Bandai Games
GBA,2002,Action,Ubisoft
PS2,2001,Shooter,Sony Computer Entertainment
Wii,2006,Puzzle,Nintendo
DS,2006,Platform,Ubisoft
PS,1998,Fighting,Virgin Interactive
PC,2015,Shooter,Electronic Arts
WiiU,2012,Action,Warner Bros. Interactive Entertainment
X360,2010,Role-Playing,Focus Home Interactive
PSP,2005,Misc,505 Games
PS,2001,Action,Acclaim Entertainment
PS,1996,Sports,Acclaim Entertainment
GBA,N/A,Platform,Disney Interactive Studios
Wii,2011,Shooter,Activision
DS,2010,Simulation,Ubisoft
XOne,2014,Sports,Konami Digital Entertainment
PC,2011,Shooter,Tripwire Interactive
GC,2004,Sports,Electronic Arts
Wii,2011,Misc,THQ
Wii,2010,Shooter,Ubisoft
DS,2008,Action,Activision
PS2,2002,Sports,Eidos Interactive
XB,2004,Sports,Sega
Wii,2011,Adventure,Ubisoft
DS,2009,Sports,Activision
XB,2003,Strategy,Activision
XB,2002,Fighting,Acclaim Entertainment
PSP,2011,Role-Playing,Namco Bandai Games
PSP,2012,Action,Nihon Falcom Corporation
DS,2008,Sports,THQ
DS,2008,Misc,Ubisoft
DS,2009,Misc,Ubisoft
PS3,2008,Shooter,Atari
XB,2003,Racing,Midway Games
Wii,2010,Misc,Ubisoft
PS,2001,Sports,Infogrames
PS2,2003,Role-Playing,Square Enix
GBA,2003,Shooter,Electronic Arts
PS3,2010,Strategy,Tecmo Koei
3DS,2012,Action,Rocket Company
PS,1998,Action,GT Interactive
PS,2001,Platform,Konami Digital Entertainment
PS2,2008,Adventure,Banpresto
Wii,2008,Sports,Konami Digital Entertainment
X360,2007,Sports,Take-Two Interactive
Wii,2008,Role-Playing,Sting
GBA,2002,Platform,Ubisoft
Wii,2009,Action,Majesco Entertainment
PS2,2004,Action,Konami Digital Entertainment
Wii,2011,Sports,Deep Silver
PS2,2005,Misc,D3Publisher
PS2,2004,Misc,Gathering of Developers
PS2,2006,Action,Banpresto
XB,2002,Action,Activision
PSP,2012,Role-Playing,Konami Digital Entertainment
GBA,2002,Sports,Sega
PS2,2005,Fighting,Atari
DS,2005,Misc,Atari
PS3,2008,Sports,Take-Two Interactive
PS2,2009,Sports,Konami Digital Entertainment
DS,2008,Misc,Atari
DS,2009,Puzzle,Zoo Digital Publishing
3DS,2015,Platform,Yacht Club Games
PSV,2013,Misc,Namco Bandai Games
GBA,2005,Misc,Zoo Digital Publishing
DS,2010,Role-Playing,Spike
3DS,2011,Racing,D3Publisher
PS,1995,Strategy,Sony Computer Entertainment
PS2,2005,Simulation,Bethesda Softworks
XB,2004,Platform,THQ
X360,2011,Fighting,505 Games
XOne,2015,Action,Activision
PC,2012,Action,SCS Software
XOne,2015,Action,Capcom
WiiU,2012,Action,Activision
PS2,2005,Role-Playing,Konami Digital Entertainment
DS,2005,Action,Ubisoft
DS,2007,Misc,Sega
PS,1997,Role-Playing,Konami Digital Entertainment
X360,2006,Fighting,Konami Digital Entertainment
Wii,2009,Action,Activision
PS2,2007,Misc,Sony Computer Entertainment
DS,2010,Action,Activision
Wii,2009,Role-Playing,Nippon Ichi Software
DS,2008,Role-Playing,Tecmo Koei
PS,2000,Sports,Midway Games
DS,2011,Misc,Namco Bandai Games
PS2,2008,Role-Playing,Atlus
PS2,2008,Sports,Take-Two Interactive
X360,2010,Role-Playing,DTP Entertainment
DS,2005,Platform,Disney Interactive Studios
WiiU,2012,Shooter,Activision
XB,2003,Action,Kemco
PS,2001,Sports,Midway Games
XB,N/A,Sports,Atari
PS3,2015,Sports,Bigben Interactive
PS2,2011,Sports,Sony Computer Entertainment
PS,1998,Racing,THQ
X360,2008,Shooter,Activision
PS2,2001,Action,3DO
PSP,2008,Misc,Ubisoft
XB,2004,Misc,Ubisoft
DS,2006,Platform,Activision
X360,2007,Racing,Tecmo Koei
XB,2002,Action,Atari
PSP,2010,Role-Playing,Acquire
Wii,2010,Shooter,505 Games
PS,2000,Sports,Ubisoft
3DS,2014,Adventure,Activision
GC,2002,Sports,Electronic Arts
PS,2000,Adventure,Eidos Interactive
PS3,2009,Misc,Warner Bros. Interactive Entertainment
Wii,2009,Simulation,SouthPeak Games
PSV,2015,Action,Konami Digital Entertainment
SAT,1997,Strategy,Sega
PSP,2011,Sports,Konami Digital Entertainment
PSP,2012,Role-Playing,Namco Bandai Games
GBA,2004,Fighting,THQ
DS,2006,Action,Sega
3DS,2015,Action,Namco Bandai Games
X360,2012,Fighting,Atlus
XB,2006,Action,Eidos Interactive
PS,1997,Sports,Konami Digital Entertainment
X360,2008,Action,THQ
PS2,2001,Sports,Tecmo Koei
PSP,2006,Action,Ubisoft
DS,2010,Adventure,Foreign Media Games
Wii,2009,Sports,THQ
GC,2002,Platform,Konami Digital Entertainment
PS2,2002,Role-Playing,Enterbrain
PSV,2015,Action,Capcom
DS,2011,Action,THQ
PS2,2004,Racing,Sony Computer Entertainment
X360,2008,Sports,Activision
PS,1998,Strategy,Eidos Interactive
DS,2010,Misc,UFO Interactive
DS,2007,Misc,Capcom
GBA,2005,Platform,Ubisoft
PS2,2004,Adventure,Konami Digital Entertainment
PS3,2009,Shooter,D3Publisher
PSV,2016,Action,Tecmo Koei
DS,2010,Sports,Sega
Wii,2009,Misc,Mindscape
PSP,2010,Adventure,THQ
SNES,1992,Shooter,Konami Digital Entertainment
PSP,2005,Shooter,Electronic Arts
PS3,2009,Sports,Take-Two Interactive
3DS,2011,Role-Playing,Square Enix
PS2,2009,Adventure,Enterbrain
PC,2000,Role-Playing,Havas Interactive
PS3,2014,Adventure,Little Orbit
PS3,2007,Sports,Sony Computer Entertainment
X360,2013,Platform,Ubisoft
PS3,2012,Shooter,Konami Digital Entertainment
PS,1998,Sports,Codemasters
GBA,2001,Fighting,Spike
PS2,2008,Role-Playing,Banpresto
XB,2003,Platform,Atari
PSP,2010,Action,Namco Bandai Games
PS3,2014,Misc,Namco Bandai Games
XB,2001,Racing,THQ
Wii,2007,Racing,Destineer
PS,1995,Strategy,Tecmo Koei
SNES,1993,Role-Playing,Nintendo
X360,2012,Misc,Capcom
Wii,2009,Sports,Ubisoft
XB,2005,Platform,Capcom
DS,2011,Misc,THQ
DS,2008,Simulation,Capcom
3DS,2011,Simulation,Crave Entertainment
PS,1995,Shooter,Interplay
PS3,2008,Sports,Midway Games
DS,2010,Simulation,Tomy Corporation
XOne,2015,Misc,Ubisoft
GC,2006,Racing,Activision
PS3,2014,Fighting,Nippon Ichi Software
PS2,2005,Role-Playing,Ubisoft
PC,N/A,Fighting,Capcom
PSP,2011,Role-Playing,Marvelous Interactive
DS,2005,Simulation,Rising Star Games
DS,2007,Role-Playing,Banpresto
N64,2000,Shooter,Nintendo
N64,1999,Sports,Acclaim Entertainment
N64,1999,Platform,Konami Digital Entertainment
Wii,2012,Misc,Ubisoft
X360,2006,Sports,Activision
X360,2011,Action,Electronic Arts
XB,2002,Misc,TDK Mediactive
XB,2006,Racing,Sega
Wii,2009,Sports,Mastiff
X360,2010,Strategy,Slitherine Software
PSP,2010,Action,Disney Interactive Studios
PS2,2002,Racing,Activision
DS,2009,Adventure,Activision
PSP,2008,Platform,Sony Computer Entertainment
SAT,1997,Shooter,Sega
DS,2011,Racing,Activision
2600,1981,Sports,Atari
XB,2005,Simulation,Codemasters
DS,2007,Misc,505 Games
XB,2002,Action,Microsoft Game Studios
XB,2003,Strategy,Atari
GC,2006,Sports,Electronic Arts
GC,2003,Action,Eidos Interactive
PSV,2013,Sports,Sony Computer Entertainment
X360,2011,Sports,Take-Two Interactive
GBA,2004,Racing,Namco Bandai Games
PS2,2005,Platform,Sony Computer Entertainment
X360,2011,Action,Warner Bros. Interactive Entertainment
PS2,2003,Action,Ubisoft
SAT,1996,Fighting,Sega
GBA,2003,Shooter,Vivendi Games
SAT,1997,Misc,Hudson Soft
PS4,2015,Adventure,505 Games
Wii,2006,Action,Ubisoft
PS2,2003,Racing,Eidos Interactive
PSP,2011,Fighting,PQube
Wii,2010,Sports,Atari
PC,2002,Strategy,Vivendi Games
PC,2010,Simulation,N/A
Wii,2008,Puzzle,Zoo Digital Publishing
DS,2006,Platform,Activision
3DS,2011,Simulation,Ubisoft
PSP,2010,Misc,Konami Digital Entertainment
GC,N/A,Puzzle,Unknown
X360,2010,Shooter,Take-Two Interactive
XB,2002,Action,Sega
DS,2009,Misc,Ubisoft
Wii,2008,Shooter,Zoo Games
PS2,2003,Shooter,THQ
GBA,2006,Platform,Disney Interactive Studios
DS,2007,Puzzle,Natsume
Wii,2010,Misc,Graffiti
X360,2006,Action,D3Publisher
DS,2010,Role-Playing,Enterbrain
PS2,2008,Misc,MTV Games
3DS,2011,Puzzle,Sega
X360,2007,Shooter,Midway Games
PS,1995,Sports,Sony Computer Entertainment
PS2,2007,Sports,Sony Computer Entertainment
PS3,2016,Action,Square Enix
X360,2010,Role-Playing,Capcom
3DS,2011,Action,Warner Bros. Interactive Entertainment
PS2,2004,Role-Playing,Ghostlight
DS,2007,Puzzle,Funsta
DS,2008,Sports,Atari
3DS,2011,Misc,Ubisoft
PS2,2005,Misc,Sega
SNES,1995,Role-Playing,Enix Corporation
PC,2010,Action,Square Enix
GBA,2004,Platform,Electronic Arts
PS3,2010,Role-Playing,DTP Entertainment
XB,2004,Action,Konami Digital Entertainment
PS2,2001,Racing,Electronic Arts
GC,2003,Sports,Infogrames
DS,2010,Action,Activision
PS3,2008,Action,Codemasters
DC,2000,Racing,Sega
X360,2013,Shooter,Electronic Arts
PS3,2008,Sports,Activision Value
GC,2002,Fighting,Acclaim Entertainment
DS,2008,Puzzle,Square Enix
Wii,2010,Action,Warner Bros. Interactive Entertainment
GEN,1992,Shooter,Sega
XB,2003,Sports,Acclaim Entertainment
DS,2010,Action,Namco Bandai Games
PS2,2007,Role-Playing,Sega
Wii,2008,Shooter,Ubisoft
PS2,2001,Platform,3DO
GBA,2004,Misc,Nintendo
X360,2015,Sports,Konami Digital Entertainment
PC,2015,Action,Warner Bros. Interactive Entertainment
PS2,2008,Action,Tecmo Koei
PS2,2005,Platform,Ubisoft
DS,2007,Racing,Electronic Arts
PS,1998,Action,Telstar
Wii,2011,Action,Capcom
XB,2005,Action,Sega
PS4,2015,Action,Sony Computer Entertainment
PS3,2008,Misc,MTV Games
PS2,2001,Simulation,Take-Two Interactive
GC,2002,Platform,Infogrames
XB,2003,Shooter,LucasArts
3DS,2015,Action,Namco Bandai Games
X360,2006,Action,Tecmo Koei
XB,2004,Misc,Mud Duck Productions
XB,2005,Action,THQ
PS,1999,Sports,Ubisoft
PS2,2006,Sports,Take-Two Interactive
PS2,2002,Strategy,Tecmo Koei
GBA,2002,Sports,Enterbrain
Wii,2008,Sports,Crave Entertainment
GC,2002,Misc,Infogrames
WiiU,2013,Action,Warner Bros. Interactive Entertainment
DS,2011,Action,Sega
XB,2004,Racing,Codemasters
Wii,2011,Misc,Ubisoft
GBA,2001,Puzzle,"Destination Software; Inc"
Wii,2008,Simulation,Namco Bandai Games
DS,2008,Adventure,THQ
PS3,2011,Sports,Ubisoft
PS2,2008,Racing,Activision
X360,2009,Action,Activision
PS2,2005,Racing,XS Games
Wii,2009,Simulation,Electronic Arts
X360,2011,Misc,THQ
X360,2011,Misc,505 Games
PS,1995,Sports,U.S. Gold
PS,1996,Simulation,Virgin Interactive
PS3,2013,Sports,Sega
Wii,2008,Adventure,Sega
GBA,2002,Sports,Activision
PS,2001,Adventure,3DO
PS2,2002,Racing,Electronic Arts
GC,2002,Fighting,Activision
DS,2007,Platform,System 3 Arcade Software
PS3,2011,Adventure,Ubisoft
DS,2010,Sports,Activision
DS,2008,Platform,Zoo Digital Publishing
PSP,2013,Role-Playing,Sega
SAT,1997,Role-Playing,NEC Interchannel
PS,1998,Platform,DreamWorks Interactive
Wii,2009,Platform,Ubisoft
XB,2002,Racing,Acclaim Entertainment
DS,2008,Puzzle,Game Factory
Wii,2011,Racing,D3Publisher
DS,2009,Action,Ubisoft
PS2,2007,Role-Playing,Rising Star Games
DS,2008,Misc,Majesco Entertainment
PSV,2013,Action,Namco Bandai Games
Wii,2008,Sports,Data Design Interactive
3DS,2013,Strategy,Level 5
X360,2011,Action,D3Publisher
XB,2006,Sports,Midway Games
3DS,2014,Adventure,Namco Bandai Games
DS,2011,Misc,Ubisoft
XB,2005,Racing,Vivendi Games
GC,2003,Shooter,Electronic Arts
PC,2009,Strategy,Take-Two Interactive
PSV,2014,Role-Playing,Nippon Ichi Software
PS3,2014,Action,Activision
GC,2006,Misc,Capcom
SAT,1995,Shooter,Konami Digital Entertainment
DS,2008,Action,Atari
PSP,2010,Role-Playing,Capcom
XB,2002,Racing,Microsoft Game Studios
PS2,2004,Sports,Sony Computer Entertainment
X360,2009,Shooter,D3Publisher
XOne,2016,Shooter,Take-Two Interactive
XB,2002,Fighting,Acclaim Entertainment
DS,2010,Sports,Konami Digital Entertainment
XB,2003,Shooter,LucasArts
X360,2009,Shooter,Activision
PSP,2008,Role-Playing,Zushi Games
Wii,2011,Shooter,Sega
PS3,2011,Fighting,505 Games
PS,2002,Sports,Konami Digital Entertainment
Wii,2007,Shooter,Vivendi Games
PS,1997,Sports,Gremlin Interactive Ltd
DS,2007,Simulation,Game Life
GBA,2003,Racing,THQ
SAT,1997,Platform,Sega
PSP,2012,Role-Playing,Namco Bandai Games
Wii,2008,Action,Electronic Arts
PS,2000,Sports,Infogrames
Wii,2009,Adventure,Konami Digital Entertainment
WiiU,2012,Action,Ubisoft
GBA,2001,Platform,THQ
SAT,1998,Sports,Sega
DS,N/A,Simulation,Unknown
Wii,2009,Platform,Warner Bros. Interactive Entertainment
SAT,1995,Racing,Atlus
PS3,2006,Sports,Take-Two Interactive
PS3,2006,Action,Capcom
DC,2001,Fighting,Capcom
PS,1996,Fighting,Vic Tokai
X360,2008,Racing,Activision
PS3,2010,Misc,Disney Interactive Studios
PC,2012,Action,Square Enix
GC,2004,Role-Playing,Capcom
PSP,2007,Puzzle,Eidos Interactive
PS3,2011,Sports,Sony Computer Entertainment
PS3,2016,Action,Warner Bros. Interactive Entertainment
PS2,2003,Strategy,Sega
PS,1997,Adventure,Human Entertainment
PSV,2012,Action,Namco Bandai Games
DS,2007,Action,Atari
Wii,2007,Strategy,Bethesda Softworks
DS,2006,Simulation,Konami Digital Entertainment
PS,1998,Shooter,Midas Interactive Entertainment
DS,2006,Simulation,MTO
Wii,2008,Action,Playlogic Game Factory
GBA,2002,Action,Electronic Arts
PS3,2011,Action,Ubisoft
X360,N/A,Racing,Black Bean Games
SAT,1996,Fighting,Human Entertainment
X360,2011,Shooter,505 Games
PS2,2002,Adventure,TDK Mediactive
PSP,2006,Action,Namco Bandai Games
Wii,2009,Puzzle,Crave Entertainment
PS,1999,Fighting,Human Entertainment
GC,2004,Racing,Electronic Arts
XOne,2016,Shooter,Deep Silver
PS2,2008,Misc,D3Publisher
PS2,2001,Fighting,Sammy Corporation
Wii,2010,Sports,Crave Entertainment
PSV,2013,Action,Namco Bandai Games
GBA,2002,Sports,Electronic Arts
PS2,2002,Platform,Ubisoft
DS,2010,Role-Playing,Namco Bandai Games
X360,2009,Misc,Konami Digital Entertainment
PS,1998,Adventure,From Software
X360,2009,Puzzle,THQ
XOne,2016,Sports,505 Games
PS2,2006,Role-Playing,505 Games
WiiU,2013,Action,Ubisoft
PSP,2010,Action,PQube
PS,2000,Simulation,Psygnosis
PS,1997,Strategy,Acclaim Entertainment
NG,1994,Fighting,SNK
DS,2008,Adventure,Tecmo Koei
DS,2010,Puzzle,D3Publisher
DS,2011,Action,Namco Bandai Games
PS2,2008,Fighting,Ignition Entertainment
Wii,2008,Action,D3Publisher
PS2,2007,Puzzle,D3Publisher
PSV,2013,Strategy,Activision
PS,1998,Role-Playing,Activision
PSP,2009,Action,Ubisoft Annecy
PS4,2015,Action,Square Enix
XB,2004,Platform,Activision
PS2,2003,Racing,Namco Bandai Games
PS2,2005,Role-Playing,Tecmo Koei
GC,2006,Platform,Midway Games
DS,2008,Racing,Zoo Digital Publishing
PS,1998,Puzzle,Virgin Interactive
3DS,2014,Misc,Namco Bandai Games
PSV,2014,Fighting,Namco Bandai Games
DS,2006,Role-Playing,Nintendo
PSP,2012,Role-Playing,Namco Bandai Games
PS,1997,Adventure,Psygnosis
DS,2005,Sports,Electronic Arts
Wii,2009,Adventure,Majesco Entertainment
PS3,2013,Shooter,Electronic Arts
PS3,N/A,Strategy,Ghostlight
DS,2005,Role-Playing,Rising Star Games
DS,2005,Puzzle,D3Publisher
DS,2007,Fighting,THQ
PS3,2014,Racing,Milestone S.r.l.
PSP,2011,Racing,Disney Interactive Studios
DS,2008,Sports,Take-Two Interactive
PSP,N/A,Strategy,N/A
PSP,2007,Shooter,Namco Bandai Games
SAT,1996,Strategy,Tecmo Koei
Wii,2009,Puzzle,Zoo Digital Publishing
DS,2010,Action,Warner Bros. Interactive Entertainment
PS3,2015,Sports,Bigben Interactive
XB,2003,Shooter,THQ
SNES,1996,Role-Playing,Hudson Soft
PS2,2008,Misc,MTV Games
XB,2003,Platform,Microsoft Game Studios
PS3,2011,Shooter,Codemasters
PSP,2011,Action,Namco Bandai Games
X360,2010,Action,THQ
DS,2009,Action,Namco Bandai Games
PSP,2006,Adventure,Sony Computer Entertainment
PS2,2008,Racing,System 3 Arcade Software
SAT,1995,Misc,Sega
XB,2002,Racing,BAM! Entertainment
PS2,2004,Adventure,Vivendi Games
PS3,2014,Action,Namco Bandai Games
PS2,N/A,Platform,Unknown
PS2,2006,Action,Namco Bandai Games
3DS,2012,Platform,Sega
PS2,2005,Adventure,Take-Two Interactive
DS,2007,Simulation,DHM Interactive
DS,2010,Role-Playing,Rocket Company
Wii,2009,Sports,Activision
PSP,2009,Action,Ubisoft
X360,2008,Shooter,Activision Value
X360,2013,Shooter,Capcom
PSP,2010,Strategy,Namco Bandai Games
3DS,2015,Role-Playing,Atlus
PS3,2010,Action,Sony Computer Entertainment
X360,2010,Misc,Mindscape
DS,2009,Sports,Atari
PSV,2011,Fighting,PQube
XB,2001,Racing,Electronic Arts
PSP,2005,Puzzle,Sony Computer Entertainment
PC,2011,Adventure,Electronic Arts
GBA,2003,Sports,Electronic Arts
DS,2008,Misc,Ubisoft
DS,2009,Racing,Codemasters
DS,2007,Misc,Namco Bandai Games
Wii,2008,Fighting,Ignition Entertainment
DS,2009,Role-Playing,Gust
XB,2004,Adventure,Electronic Arts
PSP,2006,Racing,Midway Games
GEN,1992,Adventure,Sega
PS3,2014,Role-Playing,Nippon Ichi Software
PS,2001,Platform,Infogrames
DS,2010,Puzzle,Konami Digital Entertainment
GB,1999,Simulation,Ubisoft
X360,2013,Action,Deep Silver
Wii,2010,Platform,Konami Digital Entertainment
DS,2007,Action,Disney Interactive Studios
GC,2003,Platform,Activision
Wii,2011,Strategy,Namco Bandai Games
PS,2000,Sports,Tecmo Koei
XB,2004,Fighting,Acclaim Entertainment
PSP,2011,Action,Namco Bandai Games
PSP,2008,Misc,Ubisoft
DS,2010,Simulation,Ubisoft
PSV,2016,Action,Namco Bandai Games
DS,2008,Simulation,Atari
PSP,2010,Action,Sony Computer Entertainment
DS,2008,Misc,Electronic Arts
GC,N/A,Sports,Unknown
N64,2000,Sports,Acclaim Entertainment
N64,1999,Platform,Interplay
N64,1999,Platform,Ubisoft
N64,1999,Simulation,Taito
XB,N/A,Fighting,Unknown
DS,N/A,Adventure,Unknown
3DS,2013,Role-Playing,Screenlife
DS,2007,Puzzle,Ubisoft
PS2,2002,Sports,Sega
DS,2008,Puzzle,Game Factory
PS2,2008,Platform,Take-Two Interactive
X360,2008,Action,Take-Two Interactive
X360,2006,Role-Playing,Sega
Wii,2008,Sports,Zoo Digital Publishing
X360,2011,Racing,Activision
GBA,2005,Racing,THQ
X360,2006,Sports,Take-Two Interactive
PSP,2009,Strategy,Deep Silver
DS,2007,Racing,THQ
PSP,2007,Action,Ubisoft
PSP,2011,Fighting,Namco Bandai Games
PSP,2011,Role-Playing,Atlus
Wii,2009,Racing,Zushi Games
PSP,2013,Action,Marvelous Entertainment
PC,N/A,Misc,Unknown
PS,2000,Sports,THQ
DC,2001,Platform,Sega
PS,1996,Racing,FunSoft
SNES,1994,Role-Playing,Banpresto
DS,2010,Strategy,Namco Bandai Games
PS2,2003,Racing,Codemasters
PS2,2008,Platform,Brash Entertainment
GBA,2005,Misc,Vivendi Games
GBA,2004,Shooter,Konami Digital Entertainment
DS,2005,Misc,Atari
PS2,2003,Action,Acclaim Entertainment
PS3,2010,Racing,Deep Silver
PSP,2010,Strategy,Sony Computer Entertainment
PSP,2008,Strategy,Ubisoft
GBA,2003,Misc,Telegames
PS2,2001,Sports,Konami Digital Entertainment
DS,2008,Puzzle,Game Factory
DS,2006,Role-Playing,Ubisoft
PS2,2005,Adventure,Konami Digital Entertainment
3DS,2011,Racing,Activision
DS,2010,Misc,Zoo Games
GBA,2005,Misc,Crave Entertainment
XB,2006,Sports,Electronic Arts
X360,2009,Misc,Crave Entertainment
GB,2001,Role-Playing,Imagineer
X360,2010,Sports,Atari
PS3,2014,Role-Playing,Deep Silver
PSP,N/A,Sports,Unknown
Wii,2010,Misc,Warner Bros. Interactive Entertainment
Wii,2011,Sports,Ubisoft
PSP,2010,Shooter,Namco Bandai Games
GBA,2005,Platform,Midway Games
PS2,2003,Fighting,Capcom
DS,2008,Sports,Tecmo Koei
GC,2003,Sports,Activision
PS,1998,Platform,Eidos Interactive
GC,2002,Sports,Sega
PS4,2016,Action,Telltale Games
X360,2010,Racing,Activision
PS3,2011,Misc,Sony Computer Entertainment
XB,2005,Platform,THQ
X360,2010,Misc,Unknown
WiiU,2013,Shooter,Square Enix
GC,2002,Racing,Acclaim Entertainment
PSP,2013,Action,Broccoli
PS,1996,Sports,SPS
PS2,2005,Shooter,Playlogic Game Factory
XB,2003,Sports,Microsoft Game Studios
PC,2013,Shooter,Bohemia Interactive
X360,2014,Adventure,Telltale Games
DS,2007,Misc,Konami Digital Entertainment
3DS,2014,Fighting,Namco Bandai Games
DS,2011,Action,THQ
X360,2011,Sports,Ubisoft
DS,2005,Strategy,Ubisoft
3DS,2011,Sports,Hudson Soft
Wii,2007,Racing,Midway Games
PSV,2016,Misc,Sega
SAT,1994,Fighting,Sega
PSV,2016,Action,Ubisoft
GC,2002,Fighting,Acclaim Entertainment
PC,2014,Simulation,Kalypso Media
PSP,2011,Simulation,Namco Bandai Games
PS3,2016,Role-Playing,Square Enix
WiiU,2015,Action,Nippon Ichi Software
DS,2009,Puzzle,PopCap Games
GC,2002,Sports,Konami Digital Entertainment
Wii,2010,Shooter,Reef Entertainment
3DS,2016,Role-Playing,Atlus
PSV,2014,Sports,Konami Digital Entertainment
PS2,2007,Adventure,Activision
PS,1998,Racing,Interplay
Wii,2008,Shooter,Activision Value
XB,2004,Fighting,Eidos Interactive
DS,2010,Shooter,SouthPeak Games
PS4,2015,Sports,Tru Blu Entertainment
DS,2008,Puzzle,Destineer
PSV,2015,Action,Idea Factory International
SNES,1994,Fighting,Angel Studios
PS,2001,Strategy,Namco Bandai Games
3DS,2011,Action,Majesco Entertainment
PS3,2016,Adventure,Sega
X360,2008,Shooter,Moss
PS3,2014,Action,Tecmo Koei
WiiU,2013,Shooter,Activision
PS3,2009,Misc,MTV Games
DS,2009,Simulation,Electronic Arts
PS3,2011,Racing,Activision
SNES,1993,Sports,T&E Soft
XB,2005,Action,Konami Digital Entertainment
3DS,2011,Action,Activision
PS,2000,Racing,Electronic Arts
PS2,2002,Fighting,Spike
GBA,2002,Shooter,Acclaim Entertainment
DS,2009,Adventure,Warner Bros. Interactive Entertainment
PSV,2014,Misc,Kadokawa Games
PS,2001,Adventure,THQ
PS2,2003,Action,Sega
PS3,2008,Sports,Electronic Arts
X360,2012,Racing,Namco Bandai Games
XB,2004,Adventure,Ubisoft
PSP,2010,Action,Warner Bros. Interactive Entertainment
Wii,2010,Action,D3Publisher
PSV,2014,Role-Playing,Idea Factory
XB,2003,Action,Vivendi Games
PC,2010,Adventure,Deep Silver
SAT,1997,Puzzle,Sega
PSP,2007,Role-Playing,Namco Bandai Games
GC,2005,Action,Konami Digital Entertainment
DS,2011,Sports,Konami Digital Entertainment
Wii,2011,Misc,O-Games
Wii,2008,Puzzle,THQ
DS,2011,Action,Electronic Arts
PS3,2009,Action,Sega
DS,2007,Puzzle,Telegames
PSV,2014,Role-Playing,Aksys Games
XOne,2015,Action,Activision
SNES,1991,Shooter,Capcom
PS,1996,Sports,Tecmo Koei
PSP,2007,Action,Ubisoft
GC,2005,Adventure,Global Star
SAT,1998,Role-Playing,Kadokawa Shoten
PS,1996,Sports,Virgin Interactive
PS,1998,Role-Playing,Atlus
DS,2011,Platform,THQ
XB,2001,Racing,Midway Games
PSV,2014,Action,Idea Factory International
GC,2006,Action,THQ
PS,1998,Adventure,Sony Computer Entertainment
PC,2011,Role-Playing,Electronic Arts
X360,2013,Misc,Ubisoft
PS3,2013,Simulation,From Software
DS,2008,Action,Takara Tomy
PS2,2008,Adventure,Capcom
PS3,2011,Misc,Activision
DS,2009,Simulation,Ubisoft
DS,2007,Adventure,Konami Digital Entertainment
PS,1995,Strategy,Sony Computer Entertainment
PS2,2007,Misc,D3Publisher
DS,2007,Role-Playing,Nintendo
DS,N/A,Action,Warner Bros. Interactive Entertainment
3DS,2011,Sports,Crave Entertainment
X360,2007,Action,Take-Two Interactive
DS,2009,Sports,Namco Bandai Games
SAT,1994,Fighting,JVC
XB,2002,Sports,Sega
DS,2010,Puzzle,Ubisoft
GC,2002,Shooter,NDA Productions
PS4,2015,Role-Playing,Namco Bandai Games
PS2,2002,Racing,Electronic Arts
Wii,2011,Misc,Electronic Arts
PSP,2005,Sports,Electronic Arts
PS4,2016,Action,Deep Silver
XB,2003,Action,THQ
DS,2008,Shooter,Zoo Games
GBA,2001,Racing,THQ
DS,2008,Adventure,Unknown
PS3,2012,Action,Sega
PS2,2000,Fighting,Tecmo Koei
DS,2009,Role-Playing,Nippon Ichi Software
Wii,2010,Misc,Ubisoft
XB,2004,Sports,Activision
XB,2002,Racing,Atari
SAT,1995,Strategy,Tecmo Koei
PC,2001,Strategy,Gathering of Developers
X360,2008,Strategy,Deep Silver
PS,2000,Racing,Video System
XB,2004,Shooter,Atari
PS2,2003,Racing,Metro 3D
PS2,2006,Racing,Electronic Arts
